"code","time_zone_id","name","city_code","country_id","location","elevation","url","icao","city","county","state"
YRF,America/Goose_Bay,Cartwright,YRF,CA,POINT (-57.04176422196099 53.6826849),40,,CYCA,,,
GWV,America/New_York,Glendale,GWV,US,POINT (-87.95 43.11667),613,,WV66,Glendale,Milwaukee County,Wisconsin
RDA,Australia/Darwin,Rockhampton Downs,RDA,AU,POINT (135.1992998 -18.9522653),728,,"",,,
SPV,Pacific/Port_Moresby,Sepik Plains,SPV,PG,POINT (144.5 -3.816667),26,,AYSQ,,,
GWY,Europe/Dublin,Carnmore,GWY,IE,POINT (-9.033333 53.283333),45,http://www.galwayairport.com/,EICM,Gaillimh,County Galway,Connaught
ATN,Pacific/Port_Moresby,Namatanai,ATN,PG,POINT (152.43814978543128 -3.66958625),124,,AYNX,,,
BKF,America/Anchorage,Lake Brooks SPB,BKF,US,POINT (-156.23334 58.6),29,,"5Z9",,,
YDE,America/Goose_Bay,Paradise River,YDE,CA,POINT (-57.233334 53.433334),0,,"",,,
DAH,Asia/Aden,Dathina,DAH,YE,POINT (46.13333 13.866667),2483,,,Mudiyah,Mudiyah,Abyan
YGH,America/Yellowknife,Fort Good Hope,YGH,CA,POINT (-128.64740819217258 66.2424039),268,,CYGH,,,
EOS,America/Chicago,Neosho,EOS,US,POINT (-94.36667 36.86667),1056,,,Neosho,Newton County,Missouri
EWO,Africa/Brazzaville,Ewo,EWO,CG,POINT (14.805484564521853 -0.8591409999999999),1535,,FCOE,,,
GLK,Africa/Mogadishu,Galcaio,GLK,SO,POINT (47.433334 6.766667),895,,HCMR,Gaalkacyo,,Mudug
GLL,Europe/Oslo,Klanten Airport,GLL,NO,POINT (8.95 60.7),711,http://hallingdalflyklubb.no/wordpress/,ENKL,Gol,Gol,Buskerud
GLN,Africa/Casablanca,Goulimime Airport,GLN,MA,POINT (-10.066667 29.016666),1023,,GMAG,Guelmim,Guelmim,Guelmim-Es Smara
GLO,Europe/London,Gloucestershire,GLO,GB,POINT (-2.233333 51.88333),29,,EGBJ,Gloucester,Gloucestershire,England
GLR,America/Detroit,Otsego County,GLR,US,POINT (-84.7023032695021 45.0087112),1299,http://www.gaylordregional.com/default.htm,KGLR,Gaylord,Otsego County,Michigan
GLS,America/Chicago,Scholes Field,GLS,US,POINT (-94.860275 29.2675),26,,KGLS,Galveston,Galveston County,Texas
GLU,Asia/Thimphu,Gelephu Airport,GLU,BT,POINT (90.46150604689606 26.88757475),980,,VQGP,Sarpang,,Geylegphug
GLW,America/Chicago,Municipal,GLW,US,POINT (-85.916664 37),770,http://www.glasgowaviation.com/,KGLW,Glasgow,Barren County,Kentucky
GXF,Asia/Aden,Seiyun,GXF,YE,POINT (48.789005860185995 15.96591155),2083,,OYSY,Al Hamdi,,Muhafazat Hadramawt
GXH,Asia/Shanghai,Gannan Xiahe Airport,GXH,CN,POINT (102.62235479262483 34.819082699999996),10357,,ZLXH,Nawu,,Gansu Sheng
GOS,Australia/Sydney,Gosford,GOS,AU,POINT (151.35 -33.433334),104,,,East Gosford,Gosford Shire,New South Wales
YVQ,America/Yellowknife,Norman Wells,YVQ,CA,POINT (-126.79806851473037 65.2805699),238,,CYVQ,,,
GUU,Atlantic/Reykjavik,Grundarfjordur,GUU,IS,POINT (-23.218415679889333 64.9944471),45,,BIGF,,,
BDK,Africa/Abidjan,Bondoukou,BDK,CI,POINT (-2.763268015586016 8.0151654),1227,,DIBU,Bondoukou,,Zanzan
FXO,Africa/Maputo,Cuamba,FXO,MZ,POINT (36.53171848953477 -14.817214400000001),1879,,FQCB,Cuamba,,Niassa
GLZ,Europe/Amsterdam,Gilze-Rijen,GLZ,NL,POINT (4.75 51.583332),29,http://www.defensie.nl/luchtmacht/luchtmachtbases/gilze-rijen/,EHGR,Breda,Gemeente Breda,North Brabant
GMA,Africa/Kinshasa,Gemena,GMA,CD,POINT (19.77047305669 3.2355095),1348,,FZFK,Gemena,,Equateur
GMB,Africa/Addis_Ababa,Gambela Airport,GMB,ET,POINT (34.583332 8.283333),1561,,HAGM,Gambela,,Gambela
GMC,America/Bogota,Guerima,GMC,CO,POINT (-2.6 49.433334),328,,,Saint Peter Port,,St Peter Port
GMD,Africa/Casablanca,Ben Slimane,GMD,MA,POINT (-7.217645444756327 33.65400975),577,,GMMB,Bouznika,Benslimane,Chaouia-Ouardigha
GME,Europe/Minsk,Gomel Airport,GME,BY,POINT (31 52.416668),462,http://www.gomelavia.com/,UMGG,Gomel,,Gomel
TLW,Pacific/Port_Moresby,Talasea,TLW,PG,POINT (150.01666 -5.366667),44,,AYVL,,,
GMM,Africa/Brazzaville,Gamboma,GMM,CG,POINT (15.866667 -1.933333),1056,,FCOG,Gamboma,,Plateaux
GMN,Pacific/Auckland,Greymouth,GMN,NZ,POINT (171.19048929277787 -42.4623486),55,,NZGM,Greymouth,Grey District,West Coast
GMO,Africa/Lagos,Gombe Lawanti International Airport,GMO,NG,POINT (10.89639355471698 10.296975199999999),1509,,DNGO,Akko,,Gombe
GMP,Asia/Seoul,Gimpo International Airport,SEL,KR,POINT (126.7942402657747 37.55900775),52,http://gimpo.airport.co.kr/eng/index.jsp,RKSS,Bucheon-si,,Gyeonggi-do
GMQ,Asia/Shanghai,Golog Maqin Airport,GMQ,CN,POINT (100.2996592925447 34.41974775),12322,,ZLGL,Dawu,,Qinghai Sheng
GMS,America/Fortaleza,Guimaraes,GMS,BR,POINT (-44.7 -2.15),177,,SNYW,Bequimao,Bequimao,Maranhao
GMU,America/New_York,Greenville Downtown,GSP,US,POINT (-82.35213836642926 34.84803945),977,http://www.greenvilledowntownairport.com/,KGMU,Greenville,Greenville County,South Carolina
GMZ,Atlantic/Canary,La Gomera Airport,GMZ,ES,POINT (-17.2143289320269 28.030483750000002),695,,GCGM,Alajero,Provincia de Santa Cruz de Tenerife,Canary Islands
GNA,Europe/Minsk,Grodno Airport,GNA,BY,POINT (23.8 53.666668),406,,UMMG,Hrodna,,Grodnenskaya
GNB,Europe/Paris,Grenoble-Isere Airport,LYS,FR,POINT (5.332019 45.359833),1250,,LFLS,Saint-Etienne-de-Saint-Geoirs,Departement de l'Isere,Rhone-Alpes
GND,America/Grenada,Maurice Bishop International Airport,GND,GD,POINT (-61.78567212577312 12.0047984),29,http://www.psiagrenada.com/,TGPY,Saint George's,,Saint George
YWJ,America/Yellowknife,Deline,YWJ,CA,POINT (-123.5 65.166664),703,,CYWJ,,,
GNF,America/Los_Angeles,Gansner Field,GNF,US,POINT (-89.93228 33.975307),318,,"",Charleston,Tallahatchie County,Mississippi
GNG,America/Boise,Gooding,GNG,US,POINT (-114.71667 42.933334),3556,http://www.goodingidaho.org/departments/840-2/,KGNG,Gooding,Gooding County,Idaho
GNI,Asia/Taipei,Green Island,GNI,TW,POINT (121.46667 23.1),0,,RCGI,Taitung,Taitung,Taiwan
GNM,America/Bahia,Guanambi,GNM,BR,POINT (-42.783333 -14.3),1729,,SNGI,Guanambi,Guanambi,Bahia
GNN,Africa/Addis_Ababa,Ghinnir,GNN,ET,POINT (40.7152085 7.1455035),6325,,HAGH,Ginir,,Oromiya
GNR,America/Argentina/Salta,General Roca,GNR,AR,POINT (-67.6 -39.983334),1446,,SAHR,Sierra Colorada,,Rio Negro
YGX,America/Winnipeg,Gillam,YGX,CA,POINT (-94.7121796275236 56.356811949999994),476,,CYGX,,,
HAD,Europe/Stockholm,Halmstad Airport,HAD,SE,POINT (12.820655511825056 56.69265085000001),32,,ESMT,Halmstad,Halmstads Kommun,Halland
YVP,America/Montreal,Kuujjuaq Airport,YVP,CA,POINT (-68.42739348649496 58.0906856),129,,CYVP,,,
XLB,America/Winnipeg,Lac Brochet,XLB,CA,POINT (-101.46968211120176 58.61344095),1211,,CZWH,,,
HCA,America/Chicago,Howard County,HCA,US,POINT (-101.43389 32.30361),2542,http://www.mybigspring.com/pages/airport,KHCA,Big Spring,Howard County,Texas
HCC,America/New_York,Columbia County,HCC,US,POINT (-73.71160128274613 42.29045015),190,,"1B1",Stottville,Columbia County,New York
HCJ,Asia/Shanghai,Hechi Jinchengjiang Airport,HCJ,CN,POINT (107.71074985180161 24.8048431),2125,,ZGHC,Nandan Chengguanzhen,,Guangxi Zhuangzu Zizhiqu
HCM,Africa/Mogadishu,Eil,HCM,SO,POINT (49.8 7.916667),452,,HCME,Eyl,,Nugaal
BAP,Pacific/Port_Moresby,Baibara,BAP,PG,POINT (149.75 -10.333333),104,,"",,,
CNZ,Africa/Luanda,Cangamba,CNZ,AO,POINT (19 -11.5),4320,,"",Luena,,Moxico
YRN,America/Vancouver,Rivers Inlet,YRN,CA,POINT (-127.583336 51.466667),0,,CAU8,,,
YRS,America/Winnipeg,Red Sucker Lake,YRS,CA,POINT (-93.5571976 54.1671982),729,,CYRS,,,
GAE,Africa/Tunis,Gabès Matmata International Airport,GAE,TN,POINT (9.91434898577769 33.7307163),367,,DTTG,Gabes,,Qabis
GEC,Asia/Nicosia,Gecitkale,GEC,CY,POINT (33.72248004854772 35.23600295),121,,LCGK,Lefkonoiko,,Ammochostos
GIM,Africa/Libreville,Miele Mimbale,GIM,GA,POINT (11.4 -0.016667),954,,,,,
GJR,Atlantic/Reykjavik,Gjogur,GJR,IS,POINT (-21.32550892668984 65.99647665),49,,BIGJ,,,
GNT,America/Denver,Milan,GNT,US,POINT (-107.86667 35.15),6453,,KGNT,Grants,Cibola County,New Mexico
GNV,America/New_York,Gainesville Regional Airport,GNV,US,POINT (-82.27670959706018 29.6865213),104,,KGNV,Gainesville,Alachua County,Florida
GNZ,Africa/Gaborone,Ghanzi,GNZ,BW,POINT (21.65829447260062 -21.6924038),3684,,FBGZ,Ghanzi,,Ghanzi
GOA,Europe/Rome,Genoa Cristoforo Colombo Airport,GOA,IT,POINT (8.843503285615387 44.4127072),16,http://www.aeroportodigenova.com/en/home/index.php,LIMJ,San Teodoro,Provincia di Genova,Liguria
GOB,Africa/Addis_Ababa,Goba,GOB,ET,POINT (39.980556 7.013889),8832,,HAGB,,,
GOG,Africa/Windhoek,Gobabis,GOG,NA,POINT (18.97155062506426 -22.5053774),4681,,FYGB,,,
GOH,America/Godthab,Nuuk Airport,GOH,GL,POINT (-51.67788040878934 64.1927724),203,,BGGH,Nuuk,,Sermersooq
GOI,Asia/Kolkata,Dabolim Airport,GOI,IN,POINT (73.8317012646639 15.380501500000001),141,,VOGO,Chicalim,South Goa,Goa
GOJ,Europe/Moscow,Nizhny Novgorod International Airport,GOJ,RU,POINT (43.789764 56.218613),239,http://www.airportnn.ru/en/,UWGG,Gorbatovka,,Nizjnij Novgorod
GOK,America/Chicago,Guthrie,GOK,US,POINT (-97.4172535481175 35.85228895),1076,http://www.guthrieedmondregionalairport.com/,KGOK,Guthrie,Logan County,Oklahoma
GOL,America/Los_Angeles,State,GOL,US,POINT (-124.416664 42.416668),160,http://www.portofgoldbeach.com/Airport.htm,K4S1,Gold Beach,Curry County,Oregon
GOM,Africa/Lubumbashi,Goma Airport,GOM,CD,POINT (29.238111563658414 -1.66486355),5009,,FZNA,Goma,,Nord Kivu
GUT,Europe/Berlin,Guetersloh,GUT,DE,POINT (8.383333 51.9),252,,ETUO,,,
TWE,America/Anchorage,Taylor,TWE,US,POINT (-164.85 65.73333),440,,AK49,,,
GCJ,Africa/Johannesburg,Grand Central,JNB,ZA,POINT (28.15 -26.233334),5364,,FAGC,Germiston,Ekurhuleni Metropolitan Municipality,Gauteng
GON,America/New_York,New London,GON,US,POINT (-72.04639 41.328888),26,,KGON,Long Hill,New London County,Connecticut
GOO,Australia/Brisbane,Goondiwindi,GOO,AU,POINT (150.31944 -28.524445),679,,YGDI,Goondiwindi,Goondiwindi,Queensland
GOP,Asia/Kolkata,Gorakhpur Airport,GOP,IN,POINT (83.4518935 26.7441884),236,http://www.aai.aero/allAirports/gorakhpur.jsp,VEGK,Gorakhpur,Gorakhpur,Uttar Pradesh
GOQ,Asia/Shanghai,Golmud Airport,GOQ,CN,POINT (94.78625877168798 36.40046475),9327,,ZLGM,Guolemude,,Heilongjiang Sheng
GOR,Africa/Addis_Ababa,Gore,GOR,ET,POINT (35.552288 8.1594382),6604,,HAGR,Gore,,Oromiya
GOU,Africa/Douala,Garoua Airport,GOU,CM,POINT (13.377202011034774 9.3372216),751,,FKKR,Garoua,,North Province
GOZ,Europe/Sofia,Gorna Oriahovitsa,GOZ,BG,POINT (25.666668 43.11667),793,,LBGO,Gorna Oryakhovitsa,Obshtina Gorna Oryakhovitsa,Veliko Turnovo
GPA,Europe/Athens,Araxos Airport,GPA,GR,POINT (21.733334 38.25),16,http://www.araxos-airport.gr/,LGRX,Patra,Nomos Achaias,West Greece
GPB,America/Sao_Paulo,Tancredo Thomaz Faria,GPB,BR,POINT (-51.5 -25.333332),3395,,SSGG,Guarapuava,Guarapuava,Parana
GPL,America/Costa_Rica,Guapiles,GPL,CR,POINT (-83.79711538455672 10.21719575),843,,MRGP,Guapiles,Canton de Pococi,Limon
GPN,Australia/Darwin,Garden Point,GPN,AU,POINT (130.01666 -11.766667),0,,YGPT,Nightcliff,Darwin,Northern Territory
GPO,America/Argentina/Salta,General Pico,GPO,AR,POINT (-63.766666 -35.63333),446,,SAZG,General Pico,,La Pampa
GPS,Pacific/Galapagos,Baltra Airport,GPS,EC,POINT (-90.26511110483055 -0.4548118),180,,SEGS,Puerto Ayora,,Galapagos
GPT,America/Chicago,Gulfport-Biloxi International Airport,GPT,US,POINT (-89.07143302103171 30.40711375),29,,KGPT,West Gulfport,Harrison County,Mississippi
GPZ,America/Chicago,Grand Rapids,GPZ,US,POINT (-93.51111 47.214443),1282,http://grandrapids.govoffice.com/vertical/Sites/%7B938C328A-AD1C-45AA-A862-764C60A37DEF%7D/uploads/%7B7E8C4920-D1DC-4696-9A43-FF,KGPZ,Grand Rapids,Itasca County,Minnesota
GQQ,America/New_York,Galion,GQQ,US,POINT (-82.72416303076787 40.752639450000004),1246,http://www.ci.galion.oh.us/airport/airport.html,KGQQ,Galion,Crawford County,Ohio
YTE,America/Iqaluit,Cape Dorset,YTE,CA,POINT (-76.52438761760335 64.2301779),164,,CYTE,,,
KOF,Africa/Johannesburg,Komatipoort,KOF,ZA,POINT (31.9300219 -25.4405985),541,,FAKP,,,
GYI,Africa/Kigali,Gisenyi,GYI,RW,POINT (29.259052480220763 -1.6788652499999999),5026,,HRYG,Gisenyi,,Western Province
HHI,Pacific/Honolulu,Wheeler AFB,HHI,US,POINT (-158.03334 21.5),869,,PHHI,Wahiawa,Honolulu County,Hawaii
KFA,Africa/Nouakchott,Kiffa,KFA,MR,POINT (-11.41207796210941 16.58686265),430,,GQNF,,,
HHN,Europe/Berlin,Frankfurt - Hahn Airport,FRA,DE,POINT (7.261210336785306 49.944633350000004),1692,,EDFH,Lautzenhausen,,Rheinland-Pfalz
AWE,Africa/Libreville,Alowe,AWE,GA,POINT (9.45 -0.75),360,,FOGW,,,
GRA,America/Bogota,Gamarra,GRA,CO,POINT (-73.7 8.333333),216,,,Gamarra,,Cesar
GRB,America/Chicago,Austin Straubel International Airport,GRB,US,POINT (-88.14362007159838 44.47848805),679,,KGRB,Ashwaubenon,Brown County,Wisconsin
GRD,America/New_York,Greenwood,GRD,US,POINT (-82.15833 34.25139),587,,KGRD,Greenwood,Greenwood County,South Carolina
GRE,America/Chicago,Municipal,GRE,US,POINT (-89.416664 38.88333),557,,KGRE,Greenville,Bond County,Illinois
GRF,America/Los_Angeles,Gray AAF,TIW,US,POINT (-122.58225073031072 47.07929475),134,,KGRF,Fort Lewis,Pierce County,Washington
GRG,Asia/Kabul,Gardez,GRG,AF,POINT (69.11667 33.61667),7791,,OAGZ,Gardez,,Paktia
GRI,America/Chicago,Grand Island Airport,GRI,US,POINT (-98.30753671710008 40.970514949999995),1856,,KGRI,Grand Island,Hall County,Nebraska
GRJ,Africa/Johannesburg,George Airport,GRJ,ZA,POINT (22.382235 -34.00148),616,,FAGG,George,Eden District Municipality,Western Cape
GRK,America/Chicago,Robert Gray Army Airfield,ILE,US,POINT (-97.83186644916418 31.0677835),895,,KGRK,Fort Hood,Bell County,Texas
GRM,America/Chicago,Devils Track,GRM,US,POINT (-85.98333 46.666668),728,http://www.boreal.org/airport/,KCKC,Newberry,Luce County,Michigan
GRN,America/Denver,Gordon,GRN,US,POINT (-102.2 42.8),3523,,KGRN,Gordon,Sheridan County,Nebraska
GRO,Europe/Madrid,Girona-Costa Brava Airport,GRO,ES,POINT (2.762426044162633 41.904494650000004),383,,LEGE,Vilobi d'Onyar,Provincia de Girona,Catalonia
GRQ,Europe/Amsterdam,Eelde Airport,GRQ,NL,POINT (6.581723234492909 53.1214959),36,,EHGG,Vries,Gemeente Tynaarlo,Drenthe
GRR,America/Detroit,Gerald R. Ford International Airport,GRR,US,POINT (-85.53488239724246 42.876614700000005),784,http://www.grr.org/,KGRR,Forest Hills,Kent County,Michigan
GRS,Europe/Rome,Baccarini,GRS,IT,POINT (11.070556 42.761944),32,,LIRS,Grosseto,Provincia di Grosseto,Tuscany
KBF,Asia/Jayapura,Karubaga,KBF,ID,POINT (138.45 -3.716667),5200,,WABK,,,
WKK,America/Anchorage,Aleknagik,WKK,US,POINT (-158.6181 59.2824),29,,"5A8",,,
HKS,America/Chicago,Hawkins Field,JAN,US,POINT (-90.2 32.3),311,http://jmaa.com/hks/,KHKS,Jackson,Hinds County,Mississippi
AUJ,Pacific/Port_Moresby,Ambunti,AUJ,PG,POINT (142.82335592047713 -4.21583375),72,,AYAT,,,
KRI,Pacific/Port_Moresby,Kikori,KRI,PG,POINT (144.26666 -7.483333),50,,AYKK,,,
KNP,Africa/Luanda,Capanda,KNP,AO,POINT (15.456842705242192 -9.77093795),3366,,FNCP,,,
GRT,Asia/Karachi,Gujrat,GRT,PK,POINT (74.03333 32.666668),764,,"",Lala Musa,,Punjab
GRU,America/Sao_Paulo,Sao Paulo-Guarulhos International Airport,SAO,BR,POINT (-46.481320528800595 -23.43779495),2460,http://www.infraero.gov.br/,SBGR,Guarulhos,Guarulhos,Sao Paulo
KGB,Pacific/Port_Moresby,Konge,KGB,PG,POINT (147.65 -6.133333),5900,,AYOE,,,
YMA,America/Whitehorse,Mayo,YMA,CA,POINT (-135.8690225156807 63.6166166),1653,,CYMA,,,
GRV,Europe/Moscow,Groznyy Airport,GRV,RU,POINT (45.75 43.333332),354,,URMG,Staraya Sunzha,,Chechnya
KSB,Pacific/Port_Moresby,Kasanombe,KSB,PG,POINT (146.98550760964184 -6.381604),5800,,AYNM,,,
YHN,America/Toronto,Hornepayne,YHN,CA,POINT (-84.7589035 49.1931),1099,,CYHN,,,
GRW,Atlantic/Azores,Graciosa Island Airport,GRW,PT,POINT (-28.027958 39.090954),82,,LPGR,Lagoa,Santa Cruz da Graciosa,Azores
GRX,Europe/Madrid,Granada Airport,GRX,ES,POINT (-3.7773012289734282 37.186798749999994),1840,,LEGR,Chauchina,Provincia de Granada,Andalusia
GRY,Atlantic/Reykjavik,Grimsey,GRY,IS,POINT (-18.017508841990626 66.54678075),39,,BIGR,Dalvik,,Northeast
GRZ,Europe/Vienna,Graz Airport,GRZ,AT,POINT (15.440023285611247 46.98874805),1076,http://www.flughafen-graz.at/,LOWG,Feldkirchen bei Graz,Politischer Bezirk Graz-Umgebung,Styria
GSA,Asia/Kuching,Long Pasia,GSA,MY,POINT (115.7247525 4.4090966),3316,,WBKN,Kayan Hulu,,North Kalimantan
GSB,America/New_York,Seymour Johnson AFB,GSB,US,POINT (-77.98333 35.38333),121,http://www.seymourjohnson.af.mil/,KGSB,Goldsboro,Wayne County,North Carolina
GSE,Europe/Stockholm,Gothenburg City Airport,GOT,SE,POINT (11.864513 57.77775),26,https://www.saveflygplats.com/,ESGP,Majorna,Goteborg,Vaestra Goetaland
GSH,America/Indiana/Indianapolis,Goshen,GSH,US,POINT (-85.833336 41.583332),810,http://www.goshenindiana.org/content/goshen-municipal-airport,KGSH,Goshen,Elkhart County,Indiana
GSQ,Africa/Cairo,Shark Elowainat,GSQ,EG,POINT (28.716667 22.583332),797,,HEOW,,,
GSR,Africa/Mogadishu,Gardo,GSR,SO,POINT (49.05 9.5),2503,,HCMG,,,
GSY,Europe/London,Binbrook,GSY,GB,POINT (-0.083333 53.583332),0,,,Grimsby,North East Lincolnshire,England
GTC,America/Nassau,Green Turtle,GTC,BS,POINT (-77.36667 26.25),0,,,Hard Bargain,,Moore's Island
KLP,America/Sitka,Kelp Bay,KLP,US,POINT (-134.86667 57.55),0,,,,,
YCA,America/Vancouver,Courtenay,YCA,CA,POINT (-124.98333 49.683334),19,,CAH3,,,
GTF,America/Denver,Great Falls International Airport,GTF,US,POINT (-111.37557897482165 47.4800263),3664,,KGTF,Great Falls,Cascade County,Montana
KOZ,America/Anchorage,Ouzinkie SPB,KOZ,US,POINT (-152.5 57.916668),55,,"",,,
LAB,Pacific/Port_Moresby,Lablab,LAB,PG,POINT (148.06667 -5.633333),160,,AYLB,,,
KYX,Pacific/Port_Moresby,Yalumet,KYX,PG,POINT (147.01666 -6.183333),2600,,AYYE,,,
BAW,Africa/Libreville,Biawonque,BAW,GA,POINT (146.35 -0.666667),0,,,,,
HNI,Pacific/Port_Moresby,Heiweni,HNI,PG,POINT (159.44695 22.213057),3480,,AYHE,Enewetak,,Enewetak Atoll
YGB,America/Vancouver,Gillies Bay,YGB,CA,POINT (-124.5066531 49.6909262),326,,CYGB,,,
GTG,America/Chicago,Municipal,GTG,US,POINT (-92.683334 45.783333),921,http://www.grantsburgwi.com/airport.html,KGTG,Grantsburg,Burnett County,Wisconsin
GTI,Europe/Berlin,Guettin,GTI,DE,POINT (12.316667 54.38333),0,,EDCG,Ostseebad Dierhagen,,Mecklenburg-Vorpommern
YHH,America/Vancouver,Harbor SPB,YBL,CA,POINT (-125.26556 49.94639),0,,CAE3,,,
GTK,Asia/Kuala_Lumpur,Sungei Tekai,GTK,MY,POINT (102.916664 2.6),154,,,Segamat,,Johor
YHG,America/St_Johns,Charlottetown,YHG,CA,POINT (-56.1 52.766666),0,,,,,
GTO,Asia/Makassar,Tolotio Airport,GTO,ID,POINT (122.850876 0.639039),121,,WAMG,Isimu,,Gorontalo
GUL,Australia/Sydney,Goulburn,GUL,AU,POINT (149.71666 -34.75),2080,,YGLB,Goulburn,Goulburn Mulwaree,New South Wales
GUM,Pacific/Guam,A.B. Won Pat International Airport,GUM,GU,POINT (144.80486 13.492787),282,http://www.guamairport.com/,PGUM,Tamuning-Tumon-Harmon Village,,Tamuning
GUO,America/Tegucigalpa,Gualaco,GUO,HN,POINT (-86.13333 15.116667),2152,,MHJI,Gualaco,,Olancho
GUP,America/Denver,Senator Clark,GUP,US,POINT (-108.78667 35.511112),6463,,KGUP,Gallup,McKinley County,New Mexico
GUS,America/Indiana/Indianapolis,Grissom AFB,GUS,US,POINT (-86.066666 40.75),639,http://www.grissom.afrc.af.mil/,KGUS,Peru,Miami County,Indiana
GUW,Asia/Aqtau,Atyrau Airport,GUW,KZ,POINT (51.8232747235264 47.12124025),-114,,UATG,Atyrau,,Atyrau
GUX,Asia/Kolkata,Guna,GUX,IN,POINT (77.316666 24.666668),1571,,VAGN,Guna,Guna,Madhya Pradesh
GUY,America/Chicago,Guymon,GUY,US,POINT (-101.50770533358747 36.68606775),3202,http://www.guymonok.org/index.aspx?NID=179,KGUY,Guymon,Texas County,Oklahoma
GUZ,America/Sao_Paulo,Guarapari,QDL,BR,POINT (-40.49178638456354 -20.6469745),39,,SNGA,Guarapari,Guarapari,Espirito Santo
GVA,Europe/Zurich,Geneve Airport,GVA,CH,POINT (6.108121245519259 46.23781635),1368,http://www.gva.ch/,LSGG,Les Avanchets,Geneva,Geneva
GVE,America/New_York,Municipal,GVE,US,POINT (-78.2 38.13333),508,http://www.townofgordonsville.org/index.aspx?nid=125,KGVE,Gordonsville,Orange County,Virginia
GVL,America/New_York,Lee Gilmer Memorial,GVL,US,POINT (-83.82681674804135 34.27232265),1253,https://www.gainesville.org/lee-gilmer-memorial-airport,KGVL,Gainesville,Hall County,Georgia
GVN,Asia/Vladivostok,May-Gatka,GVN,RU,POINT (140.0297395 48.9249059),790,,UHKM,Mayskiy,,Khabarovsk Krai
GVR,America/Sao_Paulo,Governador Valadares Airport,GVR,BR,POINT (-41.933334 -18.850279),492,,SBGV,Governador Valadares,Governador Valadares,Minas Gerais
GVT,America/Chicago,Majors Field,GVT,US,POINT (-96.06167 33.066666),564,,KGVT,Greenville,Hunt County,Texas
GVW,America/Chicago,Richards-Gebaur,GVW,US,POINT (-94.53333 38.88333),1053,,,Grandview,Jackson County,Missouri
GVX,Europe/Stockholm,Sandviken,GVX,SE,POINT (16.95115381638249 60.592861799999994),49,,ESSK,Valbo,Gavle Kommun,Gaevleborg
HOR,Atlantic/Azores,Horta Airport,HOR,PT,POINT (-28.716209171173396 38.52036765),78,,LPHR,Ribeira Grande,,Azores
HOS,America/Argentina/Salta,Oscar Reguera,HOS,AR,POINT (-70.21667 -37.416668),2680,,SAHC,Chos Malal,,Neuquen
HOT,America/Chicago,Memorial Field,HOT,US,POINT (-93.09566931295522 34.4826632),524,,KHOT,Piney,Garland County,Arkansas
HOV,Europe/Oslo,Hovden Airport,HOV,NO,POINT (6.068381079971115 62.17820605),249,https://avinor.no/en/airport/orsta-volda-airport/,ENOV,Volda,Volda,More og Romsdal
HOX,Asia/Rangoon,Homalin Airport,HOX,MM,POINT (94.91514266572523 24.899037149999998),511,,VYHL,Yairipok,Thoubal,Manipur
MUF,Asia/Jayapura,Muting,MUF,ID,POINT (140.33333 -7.5),16,,"",,,
RUF,Asia/Jayapura,Yuruf,RUF,ID,POINT (140.9064281 -3.6036479),1197,,WAJE,,,
RAQ,Asia/Makassar,Sugimanuru,RAQ,ID,POINT (122.583336 -4.916667),288,,WAWR,,,
LIQ,Africa/Kinshasa,Lisala,LIQ,CD,POINT (21.495832 2.172222),1509,,FZGA,,,
BBT,Africa/Bangui,Berberati,BBT,CF,POINT (15.786019586870358 4.2228219),1886,,FEFT,Berberati,,Mambere-Kadei
BPF,Pacific/Guadalcanal,Batuna Aerodrome,BPF,SB,POINT (158.11667 -8.55),259,,AGBT,,,
FDU,Africa/Kinshasa,Bandundu,FDU,CD,POINT (17.38124252269217 -3.3113069),1072,,FZBO,Bandundu,,Bandundu
FNE,Pacific/Port_Moresby,Fane,FNE,PG,POINT (147.23334 -8.6),6295,,AYFA,,,
FYT,Africa/Ndjamena,Faya,FYT,TD,POINT (19.107749750503856 17.91760565),728,,FTTY,Faya-Largeau,,Borkou
GWE,Africa/Harare,Gweru,GWE,ZW,POINT (29.86111 -19.435833),4714,,FVTL,Gweru,,Midlands
GXQ,America/Santiago,Ten. Vidal,GXQ,CL,POINT (-72.09861 -45.58889),984,,SCCY,Coihaique,Provincia de Coyhaique,Aisen
GXX,Africa/Douala,Yagoua,GXX,CM,POINT (15.2378592 10.3563758),1066,,FKKJ,Yagoua,,Far North
GXY,America/Denver,Weld County,GXY,US,POINT (-104.7 40.416668),4701,http://www.gxy.net/,KGXY,Greeley,Weld County,Colorado
GYA,America/La_Paz,Guayaramerin Airport,GYA,BO,POINT (-65.361664 -10.83),459,,SLGY,Guayaramerin,,El Beni
GYD,Asia/Baku,Heydar Aliyev International Airport,BAK,AZ,POINT (50.04917439624536 40.4728196),-26,http://www.airport-baku.com/,UBBB,Yeni Suraxani,,Baki
GYE,America/Guayaquil,Jose Joaquin de Olmedo Airport,GYE,EC,POINT (-79.88032 -2.142654),36,,SEGU,Eloy Alfaro,,Guayas
GYG,Asia/Yakutsk,Magan Airport,GYG,RU,POINT (129.5622651182063 62.108316349999996),574,,UEMM,Magan,,Sakha
